,id,title,description,director,cast,rating
21773,tt5864130,The Tale of a Pusher,The Tale of a Pusher follows the rise and fall of a small time cocaine pusher in Los Angeles. Will he make the right choices or dig himself deeper into the world of narcotics?,Ryan Rachall,"JaQuincy Atkins, 
Camille Calvin, 
Isaac DeSoto, 
Ricky Dew",9.0
21801,tt0312997,Narito ang puso ko,A woman who regained her veterinarian lover after their son was accidentally shot by the son of a prominent politician must do her best to regain the life of their comatose son to bring back the old happy life they once had.,Chito S. Roño,"Lorna Tolentino, 
Gabby Concepcion, 
Amy Austria, 
Nanette Medved",8.0
21838,tt0349607,Ikaw naman ang iiyak,"A crime-drama directed by Joel Lamangan featuring Dawn Zulueta, Sheryl Cruz, Charlene Gonzales, Gary Estrada, Matthew Mendoza, Shintaro Valdez & Chinggoy Alonzo.",Joel Lamangan,"Dawn Zulueta, 
Sheryl Cruz, 
Charlene Gonzales, 
Gary Estrada",8.3
21841,tt14256240,Receba!,"A bag whose contents are both valuable and illegal is stolen. The hunt for the bag - and the fortune it contains - involves a debt-ridden former porn actress, a corrupt cop afraid of blood,...                See full summary »","Rodrigo Luna, 
Pedro Perazzo","Evelin Buchegguer, 
Vinicius Bustani, 
Edvana Carvalho, 
Jackson Costa",9.0
21931,tt0367900,Jadi Jantem,Koushik Mitra an engineering graduate was desperately looking for a job. As a result he had to choose taxi driving as a profession. Accidentally he got involved in a mystery at ...                See full summary »,"Tarun Majumdar, 
Dilip Mukherjee, 
Sachin Mukherjee, 
Yatrik","Soumitra Chatterjee, 
Supriya Choudhury, 
Vasant Choudhury, 
Ruma Guha Thakurta",8.0
21963,tt16437154,The Siege 2,"In the wake of Kuruc Péter's demise, Zalán and Luca find themselves on the run, fearing retaliation from the fallen kingpin's forces. Meanwhile, underworld leaders seek to leverage the events, including the eager Áron Székely.",Márk G. Lakatos,"Topánka Szilárd, 
Andrea Nagy, 
Márk Nagy, 
Csaba Horváth",8.0
22027,tt2466510,The Backpack,A young man just entering adulthood battles a desperate homegrown terrorist already involved in a massive plane crash - and each finds he is willing to do whatever it takes to reach his own private freedom.,Michael Dailey,"Chris Greene, 
Eugene Kang, 
Charlie Magdaleno, 
Andrew Thompson",9.1
22069,tt2452452,The Lawful Truth,"As each suspect twists the truth in his or her favor, a frustrated investigator attempts to figure out what ultimately led to the death of a young law student.",Mollie Fitzgerald,"Joe Johnston, 
Carrie Lazar, 
Dayna Schaaf, 
Åsa Wallander",8.8
22072,tt1865517,Thaw,"Both Samuel and Tom are trying to quit their criminal backgrounds and make a fresh start. Their motives differ, but they have got one aim in common: A final masterstroke at the expense of ...                See full summary »",Philipp M. Hönig,"Lukas Best, 
Kim Anderson, 
Andreas Engelmann, 
Lilija Klee",8.6
22133,tt2746496,Black Cain,"Humanity is separated by individual situations and personalities. Some people are bound by faith, while others are bound by the blood running through their veins. In the inner city of ...                See full summary »",DeMarieo James,"Monica Anderson, 
Tasharrah Brown, 
Lee Lee Buffy, 
Derrick Chester",8.2
22210,tt0060575,Jungfrau aus zweiter Hand,"Two young Italian guest workers in Germany find a beautiful dead woman one morning on the way to their job. The Kripo quickly determines that the dark-haired, young woman is the well-known ...                See full summary »","Udo N. von Tyrol, 
Alois Brummer, 
Ákos Ráthonyi","Helga Sommerfeld, 
Ingrid van Bergen, 
Carola Höhn, 
Wolfgang Preiss",8.3
22241,tt5988988,Stylus,"Angelo is a male model who accidentally kills his girlfriend. In an attempt to get away with murder, he asks for the help of a dangerous pimp and his bodyguard, who demand from him something in return.",Filip Halo,"Filip Halo, 
Antonis Karagiannis, 
Philippos Lekkas, 
Aggelos Mato",8.6
22275,tt1769297,How to Become a Criminal Mastermind,A desperate man hires a crime coach to mould him into the perfect criminal.,Henry Scriven,"Sam Massey, 
Phillip Weddell, 
Joerg Stadler, 
Audrey Holt",8.3
22289,tt4955970,Once Upon a Time in Tehran,The second feature film to be edited using footage from Hatami's miniseries Hezar Dastan.,Ali Hatami,"Jamshid Mashayekhi, 
Ezzatolah Entezami, 
Davoud Rashidi, 
Mohamad Ali Keshavarz",8.2
22349,tt5581572,Paper Planes,"In a dream world, the exaggerated lives of six teenagers are thrown into a world of drugs in crime in a typical crime plot in a not so typical world of stolen cocaine, penicillin, Fire Saws, and Carl Jung.",Astro Rys,"Matt Boland, 
Charles Brown, 
Ken Brundage, 
Katie Conti",8.0
22399,tt4599220,Mob Fathers: Permanent Rehab,"Mack and Jack, two-bit hoods owe money to a European loan shark. When they flee back to their native NYC they soon learn that the road to hell is paved with not-so-good intentions.",Ben Van Bergen,"Chris Orbach, 
Tim Miller, 
Lisa Landino, 
Kevin Cannon",8.5
22412,tt2149598,Bad Guys,"A gritty tale about two odious drug dealers, Sal and Mitch, on a mission to find their stolen cocaine. Follow them on their pursuit, as they leave behind a disturbing path of Chaos, Death and Destruction.",Vincent McLean,"Vincent McLean, 
Tommy Nash, 
James Nasimi, 
Yana Batrak",8.5
22456,tt3145418,Coast Mafia,"Shin, a good family friend and business partner of the DeLeon family, assumes his role as head of the Coast Mafia.",Samedy Khun,"Richard Koyasu Park, 
Jordan Lawson, 
Thomas McCarthy, 
Tonia Marie Rosée",8.6
22481,tt4699498,Milano trema ancora: la giustizia ha le ore contate,Milano Trema Ancora: La giustizia ha le ore contate,Franz Rotundo,"Rocco Alvaro, 
Marcello Arnone, 
Giulia Betti, 
Clara Campi",8.2
22566,tt2379388,Furieuse,"Nathalie (Jeanne Heckmann-Adam) is 26 years of age and is the first of her family born inside the country. Having few friends and no boyfriend, her life is somewhat monotonous. It is far ...                See full synopsis »",Juan José Cea Escobar,"Jeanne Heckmann-Adam, 
Peter Williamson, 
Rémy Deloume, 
Jacques Lussier",8.0
22769,tt3908834,Long Dark Road,"The fate of 4 kids will change forever, in a way they would have never imagined. A chance meeting of strangers trying to forget the past, little do they know, it would come back and haunt ...                See full summary »",Moosa Saleem,"Atif Rashid, 
Saurabh Kumar, 
Anamika Raj, 
Priyanka Kumari",8.2
22815,tt0044524,Cuando levanta la niebla,"A neurotic young man, Pablo, is treated in a psychiatric hospital. He poisons Alberto, a wealthy patient he envies.",Emilio Fernández,"Arturo de Córdova, 
María Elena Marqués, 
Columba Domínguez, 
Tito Junco",8.2
22867,tt1414477,Daari Tappida Maga,Two lost brothers who have chosen their own ways of livelihood meet.,Sivaram Peketi,"Rajkumar, 
Kalpana, 
Arathi, 
Manjula",8.0
22929,tt11331320,Run Zindagi Run,Four couples of different region living life to fullest and suddenly some people enters in everyone's life which totally change the scenario of their life in such a way that despite from ...                See full summary »,Dinesh Parihar,"Nitesh Shrivastava, 
Nidhi Shrivastava, 
Lokesh Gorker, 
Naysha Chaudhary",8.9
22932,tt3552652,Guess How Much I Love You: Friendship Adventures,"Inspired by the best-selling books, this charming series follows the adventures of Little Nutbrown Hare and his father, Big Nutbrown Hare, reminding us that there is no greater love than that between a parent and child.",Steve Moltzen,"Ky Baldwin, 
Dylan Elchaar, 
Monique Hore",8.4
22937,tt4401906,Chesu mare: Bullying diabólico,"Under difficult circumstances Leonidas Zegarra is born in a little town in the Peruvian Highlands. As a child he falls for filmmaking. Facing illness, the opposition of his father, sorcery, critics and threats he devotes to it.",Leonidas Zegarra,"Mariana Liquitaya, 
Leonidas Zegarra, 
Carlos René Ravines Sánchez-Tirado, 
Susy Díaz",8.4
22943,tt1433772,Dukot,"When activists Junix Etrata and Maricel Salvacruz (Allen Dizon and Iza Calzado) go missing, their parents contact a human-rights group to help them locate their missing children.",Joel Lamangan,"Allen Dizon, 
Iza Calzado, 
Snooky Serna, 
Emilio Garcia",8.0
22947,tt0385206,Sajtóvadászat,"A daily newspaper is in a huge crisis. Keszeg, the editor in chief charges his best journalist, Rezso to find a recently kidnapped accountant, who worked for the local mob before. Keszeg ...                See full summary »",Gábor Szöllõskei,"Dávid Szöllõskei, 
Gergely Molnár, 
Dávid Jancsi, 
Gábor Szöllõskei",8.1
22975,tt0032100,Der vierte kommt nicht,"Four school chums who meet yearly are missing their friend, who was working in a Stockholm bank and supposedly killed himself. But was it murder, instead?",Max W. Kimmich,"Ferdinand Marian, 
Werner Hinz, 
Ernst Stimmel, 
Franz Schafheitlin",8.2
22979,tt1144555,Vegasland,"A knock on the door, and in this seemingly normal night, the life of Professional Gambler, Eddie G was changed. Eddie is taken in for the ride of his life as he unwillingly helps a ...                See full summary »","Kenneth Kit Lamug, 
Thomas J. Vosicky","Sean Morelli, 
Ryan Allen, 
Alex Alzona, 
Abel Armendariz",8.4
22984,tt22875818,Highwaymen Bloodlust,"A year later, the two gangsters, Bonnie and Cliff return to Sarreguemines. Their mission? Settle some business once and for all. Inspector HUBERT wants to put an end to this run, once and for all.",Thomas Sonnefrand,"Ronan Bernede, 
Marie Buhl, 
Hugo Saleron, 
Aymeric Harter",9.3
23034,tt12417018,Muskie Point,"Torn between obligation to their boss and loyalty to a friend, members of an organized crime syndicate have been ordered to surrender their crew mate in retribution for his disobedience.","Eric Sewell, 
Ian Sewell, 
Stephen Sewell","Stephen Sewell, 
Stephen McNaughton, 
Andrew Neil McKenzie, 
Daniel Earle",8.4
23052,tt5644624,Trick,Nicki Davis was a doorman but now he's a fixer for anyone with pockets deep enough to afford him. When a bad deal leads to murder; it will take everything Nicki has to protect the ones he loves.,Stan Harrington,"Eugenia Kuzmina, 
Robert Pralgo, 
Keith Brooks, 
Lonnie Alex",9.0
23060,tt0288865,Vengeance,A man has an ulterior motive for enduring acupuncture - to get revenge on a voodoo doll.,Brian Belefant,"Jim Calloway, 
Kiko Kiko",8.2
23205,tt4875536,Thorns for Flowers,A psychic helps the police track down a serial killer who has fallen in love with a young woman they are trying to protect.,Anthony de Lioncourt,"Vance Clemente, 
Samantha Strelitz, 
Gary Marachek, 
Mark Mattson",8.0
23263,tt5477340,Raised on Media,"Cliff is a low budget independent film maker who decides to journey a dark road of crime, murder and deception in order to accomplish his goals.",Jared Miller,"Lisa Arcaro, 
Angel Castro, 
Tim Guerrieri, 
David A. Jackson",8.1
23339,tt1482837,Florence: A Matter Between Detectives,A two-bit private investigator discovers his wife has been cheating on him.,L.W. Hodge,"L.W. Hodge, 
Monica Dennis-Griffin, 
Gunnar Fritz Stansson, 
Michael Skotnik",8.7
23445,tt1400341,Instant Karma,Scott and his pregnant wife Samantha return home after their honeymoon to find everything they own has been stolen. Unfortunately they have no insurance. Enter Danny - to the rescue. Sometimes doing the right thing is easier said than done.,Martyn Park,"Amos Szeps, 
David Gambin, 
Emily J. Stewart, 
Harry Pavlidis",8.4
23569,tt7207942,Kingspin,"A series of events leads to the demise of an underground Romanian gang. In the midst of the chaos, unintentional partnerships seem to form.",Kasey Lum,"Mike Doaga, 
Maud Pugliese, 
Raresh DiMofte, 
Stephen McNaughton",8.2
23599,tt0245284,Minchina Oata,"Two small-time thieves hatch a plan to get rich. They hire an automobile mechanic, with financial troubles, to help them in stealing cars.",Shankar Nag,"Ramesh Bhat, 
Loknath, 
Anant Nag, 
Shankar Nag",8.3
23739,tt6982394,A Descent to Grace,"After a life of brutality, violence and murder, one man must find redemption.",Daniel Kesselman,"Tim David Russell, 
Ava Thomas, 
Allan Wakefield, 
Elena Ann Ward",8.9
23788,tt0424888,Charlie the Ox,A safecracker is double-crossed by a gang of bankrobbers and must outwit them to steal back his share of the loot.,Scott Smith,"Brian Battisti, 
Aydin Bikul, 
Jahnika Blythe, 
Leona Butler",8.4
23793,tt0196893,O 5º Poder,Foreign agents from an unidentified nation clandestinely install on radio and TV antennas in Rio de Janeiro devices that emit subliminal waves that alter the perception of the population. ...                See full summary »,Alberto Pieralisi,"Eva Wilma, 
Oswaldo Loureiro, 
Augusto Cesar Vanucci, 
Sebastião Vasconcelos",8.0
23981,tt1517205,Kee Banu Duniyan Daa,"After the brutal slaying of his truck-driver father, Gurmaan lives a life of near-destitution with his widowed mother. He is even separated from his childhood sweetheart, Pali, as her ...                See full summary »",Jagjeet Gill,"Gurdas Maan, 
Daljeet Kaur Khangura, 
Manjeet Maan, 
Dara Singh Randhawa",8.7
23992,tt2428686,The Pain of the People,"'The Pain of the People' chronicles the life of a young woman, sexually abused by both her father and boyfriend, who violently comes to terms with herself, her past, and her future. She ...                See full summary »",Kirby Voss,"Antonia Finizio, 
Michael Scott, 
Nolan Storey, 
Dana Toups",8.1
24031,tt3125182,Kidney and Apple,"Anthony is in a foreign country, he's trapped in a bathroom and he has a kidney missing; he tries to call everyone he knows for help but his history of being a terrible person is getting in the way.",Sebastiano Olla,"Anthony Fanelli, 
Desi Ivanova, 
Aleksander Ristic, 
Alessandro Cuomo",9.0
24105,tt7446830,The Rain Dance,An original cinematic puzzle told through seven meticulously-connected stories spanning several decades.,Lucas Parachú,"Julia Azar, 
Valeria Tercia, 
María Julieta Prieto, 
Iván Espeche",8.7
24132,tt1671716,Scapegoat,"John Capra has a unique profession. For a reasonable fee he will manipulate evidence, create subterfuge, avoid the law and expertly take the fall for whatever dumb-ass thing you did. But ...                See full summary »",David Saich,"Cory Boughton, 
Daniel J. Clancy, 
Katie Damien, 
Jim France",9.0
24138,tt14599502,Action on NTV: Definitive Edition,It all started for non-payment of debts. An authority named Boss and his gang are now trying to lure out of Pushnoy's values in any way. Bandits graze him heavily. The struggle is not for ...                See full summary »,Ilya Novikov,"Dmitry Kostuchenkov, 
Ilya Novikov",9.4
24145,tt2185180,The Killers in Connecticut,The Killers In Connecticut is based on actual events. Two would be robbers follow a woman and her daughter home from the store. After dark they break in and what came next captured the ...                See full summary »,Nick Bailey,"Terry McConnaughey, 
Molly McDermid, 
Kendra North, 
Olivia Szego",8.7
24178,tt8585488,Third Law,"A stranger comes to a small town and sets into motion a series of events that would affect the lives of those who live there, including the nefarious Neo-Nazi gang that runs it's criminal underworld.",John Chris Lopez,"Rebekah Ayala, 
Weston Lee Ball, 
Cameron Barbarick, 
Daniel Buhlman",9.4
24353,tt1224444,Loose Cannons: The Movie,"The story of the fictional student-run Campus Security team, their former glory now tainted as they struggle to prove their worth. The three remaining members have to balance fighting bad ...                See full summary »",Andy Schlachtenhaufen,"David Schlachtenhaufen, 
Jonathan Lang, 
Eric Raymond Lim, 
Liz Holtan",8.1
24361,tt1172539,Shooting Bokkie,"Film crew document a week in the life of a juvenile courier running for gangs in the ghettos of 'The Cape Flats', in Cape Town. The drugs he delivers. The stores he robs. The people he kills.","Rob De Mezieres, 
Adam Rist","Christo Davids, 
Charlton George, 
Rob De Mezieres, 
John Fredericks",8.5
24448,tt0439562,La estancia,"A man, who has recently escaped from jail, kidnaps an amnesiac police inspector. While locked in a room the fugitive tries everything to make his hostage regain his memory. Why is the ...                See full summary »",Jose Enrique March,"Pepe Galotto, 
Pepe Sobradelo",9.1
24487,tt4064820,Dead River,A biographer of a renowned crime writer finds real darkness behind the fiction.,Jason DeBoer,"Morse Bicknell, 
Eb Lottimer, 
Lora Martinez-Cunningham, 
Staci Robbins",8.3
24499,tt20221848,The Last Robbery,"Singer Avi Biter needs to perform one last robbery to regain his first love - Margaritha. During his quest for love and money, he learns a valuable lesson about friendship and the history of the Jewish people.","Avi Biter, 
Ido Gavish, 
Ori Yakobovich","Avi Biter, 
Avraham Bar-Orion, 
Sarit Seuissa, 
Ori Yakobovich",8.5
24688,tt4708680,The Book of Mikey,"The Book of Mikey is the first feature film by Brazilian director Bruno Ramos made by the team of professionals called Algo Films. It was shot in the Netherlands and UK and took 2,5 years to be released.",Bruno Ramos,"Micah Bailey, 
Evrim Akyigit, 
Terrence Sinclair, 
Iris Wester",8.9
24799,tt1894458,Every Day Is a Journey,"A Synergistic Cinema project, a story with no predetermined arc told in six chapters, written and directed by six distinct Seattle-area filmmakers. Each director must use the characters and...                See full summary »","Ian J. Connors, 
Justin Freet, 
Christian Palmer, 
Nik Perleros, 
Ben Rapson, 
Jason Reid, 
W.T. Russell","Nate Quiroga, 
Dylan Noebels, 
W.T. Russell, 
Justin Freet",8.5
24832,tt0097294,Estación Central,"Alex, a sought-after professional photographer, is involved in a mysterious series of murders that are always carried out in the same circumstances.",J.A. Salgot,"Féodor Atkine, 
Katarzyna Figura, 
Sergi Mateu, 
Paola Dominguín",8.2
24872,tt6128708,Second Service,John Green is a bitter Millennial private eye who finds new purpose in life after stumbling upon a plot to bring the mob back to Chicago.,Serge Bodnarchuk,"Matthew K. Lane, 
Coral Lamar, 
R. Scott Purdy, 
Shane Rhoades",8.4
24905,tt1673509,The Mummerman,"Tired of being a push over, Curt Mummer creates an alter ego, that helps him stand up for himself, and others.",James Hauser,"Curt Mummer, 
Stephanie Bilharz, 
Ryan Farrell, 
Nicole Frier",8.3
25130,tt21319112,Death Slayer 2,"Vikrant Singhania, a Special Task Force officer looking for vengeance when his wife and loved one's got brutally murdered. He's the one responsible for gang wars in the town.",Abhimanyu Rajput,"Rehan Katrawale, 
Abhishek Singh Rajput, 
Manvi Rajput, 
Yuvraj Sen",8.0
25248,tt4047196,A Killer Serve,"Winters finds himself stuck in a life and death struggle between an old boss he cannot refuse, and a personal belief system he would never betray. Someone is going to die.",Andrew Pilkington,"Paul Kandarian, 
Sean McDonald, 
Ana Bess Moyer Bell, 
Joe Rose",9.0
25252,tt6523734,My Heart Is an Octopus or My Father on the Shore of the Black Sea,"As a story structure, it reminds a postmodern novel: fragmented, plot-less and on first view: chaotic. Individual pieces can be rearranged and each one has its own life. In terms of genre, ...                See full summary »",Neno Belchev,"Petar Atanasov, 
Ivan Barakov, 
Belcho Belchev, 
Neno Belchev",8.0
25276,tt2271351,Guns Don't Kill People,"When two inept hitmen end up as targets themselves, they must come up with $200,000 in seven days or end up dead. As it becomes clear they are unable to complete enough hits on their own, ...                See full summary »",Ivan Ehlers,"Rodney Rincon, 
Chris Bonno, 
Charles Belak-Berger, 
Rudy Caseres",8.1
25298,tt0345675,The Rebel,"A deserter goes back to his home town to avenge the death of his father and his brother, murdered by looters covered by the authorities.",Omar Khlifi,"Ali Abdelwahab, 
Samira Ahmed, 
Salwa Mohamed Ali, 
Mohamed Ben Assoued",8.3
25368,tt0416784,Gorski hora,"1929. The owners of a roadside hotel-a man and a woman-kill the merchant. To solve the murder, the investigator sends his undercover agent to the hotel. A passionate love begins between the...                See full summary »",Pavel Pavlov,"Nevena Kokanova, 
Ivan Andonov, 
Kosta Tsonev, 
Naum Shopov",8.1
25376,tt0355059,El último duelo,"2 a.m in the morning. In a dark corner Facio lights his last cigarette, waiting. In a old hotel Mateo finishes a letter saying good bye to his wife and kids, suddenly he hides a small knife...                See full synopsis »",Ezio Massa,"Harry Chambarry, 
James Adlesic, 
Mellina Solnicky, 
Mark Ehrlich",8.2
25465,tt0246003,Kirayi Rowdylu,"Sitadevi's life turns upside down when her husband dies in an accident. To add to her sorrow, one of her sons is separated from her and grows up to be a criminal.",A. Kodandarami Reddy,"Chiranjeevi, 
Mohan Babu, 
Radhika Sarathkumar, 
Kaikala Satyanarayana",8.4
25489,tt1696546,Four Leaf Clover,A group of friends are bored and decide to break into a house; unfortunately the owner is still there.,Larry Rosen,"Angela Frankes, 
Darina Naumova, 
Josh Dibble, 
Michele Hadley",9.2
25563,tt2343747,The Arriviste,One of them is after the killer. Another one is looking for the corpse. And the rest of them can't afford for the body to be found.,Pascal Santschi,"Eamon Speer, 
Mark James Fernandes, 
Gary Devirgilio, 
Raymond Turturro",8.1
25609,tt2166087,Pulse of the Indigo,"Two crime families are at war, but soon realize they aren't the only ones capable of murder.",Brent Conley,"Emilio Aceves-Amaya, 
Jim Adams, 
Eugene Alper, 
Bernie Ask",9.5
25612,tt4046420,Little Angel (Angelita),"When the unspeakable death of a child occurs in the Lower East Side of New York, an entire city searches for answers. An answer that brings a chill up the spine of anyone strong enough to ...                See full summary »",Dashia Imperiale,"Michael Imperiale, 
Dashia Imperiale, 
Fernando Mateo Jr., 
Leo Minaya",9.5
25661,tt1340678,Pound of Pure,"Devon Murray indulged in a life of drug abuse and escape. When his girlfriend Tanya nearly over-doses as a result of their dangerous lifestyle, he is caught by the police and sent to a ...                See full summary »",Iain Laird,"Andrew Robinson, 
Jeff Thammavongsa, 
Tammy Chrest, 
Val Petrov",9.3
25668,tt0056275,Terror After Midnight,"The 17-year-old Julie connects by chance with the criminal outsider Nolan, who sees an opportunity to make money on the girl and have sex with her. While Nolan blackmails Julie's parents he plans to rape her.",Jürgen Goslar,"Christine Kaufmann, 
Martin Held, 
Hilde Krahl, 
Christian Doermer",8.2
25753,tt0010905,The Witness for the Defense,"Stella Derrick is tried for the murder of her vicious husband. She is saved, apparently, by the false testimony of Henry Thresk. But Thresk has motives and malevolent plans of his own.",George Fitzmaurice,"Elsie Ferguson, 
Vernon Steele, 
Warner Oland, 
Wyndham Standing",8.1
25764,tt1558255,Rat Rod Rockers!,"Aided by the Russian Mob, a gang of ruthless thugs take control of a small North Western town. No one is safe. Can they be stopped? Can anyone stop the Rat Rod Rockers?",D.A. Sebasstian,"Teri Aslett, 
Miss Kitty Baby, 
Aeon Black, 
Cameron Black",8.7
25773,tt4058628,King B.'s Roost 1-2,Chicago Mafia Hit Man Alex Sims finds himself on the wrong end of the gun in this story about a hit man that gets hit by his own organization.,King B.,"King B., 
Toya Turner, 
Antonia Arcely, 
Damn Fool",8.6
25812,tt0437265,Joey Boy Munti: 15 anyos ka sa Muntinglupa,"A rich girl dies in childbirth, leaving the baby with her grief-stricken husband. Her parents kidnap the infant but he abducts the little boy back. Poor and jobless, the father is now faced with the responsibility of providing for his son.",Maryo J. de los Reyes,"Aga Muhlach, 
Charito Solis, 
Gloria Romero, 
Snooky Serna",8.0
25855,tt5431372,Khotipuron,A couple get killed as they witness a murder and their child's miserable life starts.,Malek Afsari,"Alamgir, 
Rozina, 
Ahmed Sharif, 
Dilara",8.4
25856,tt1380912,Love Is a Thieves' Game,"Deception, Corruption and Betrayal are all part of A Thieves' Game - Set in Detroit, a street hustler makes an unlikely alliance with a rising police lieutenant to solve the mystery behind ...                See full summary »",Sam Logan Khaleghi,"Sam Logan Khaleghi, 
Kristen Pickthall, 
Jason Waugh, 
Jeffery Stetson",8.7
26006,tt8682244,Chakkar,"A seemingly uneducated and unemployed individual is offered to kill a stranger's wife, as brutally as possible.",Anuska Ananda,"Bholaraj Sapkota, 
Reecha Sharma, 
Srijana Subba, 
Arpan Thapa",8.3
26023,tt2396759,Villainy for the Lonely,"A love triangle between a madman, a serial killer, and a ghost intertwines with the lives of a corrupt cop in search of more power and a hard-boiled vigilante on a self-destructive path of revenge.",Christopher Kelley,"George Ausmus, 
Jeff Baird, 
Kathleen Birsic, 
Greg Ellery",8.8
26128,tt15546750,Good for Nothing Blues,"Good For Nothing Blues is the story of Calvin, a ne'er-do-well, lost in life and in search of purpose, and his group of dole-bludging friends who suddenly come into some money when they win the lottery.",Alexander Lorian,"Cody Brown, 
Andrea Lim, 
Bryce Myles Fenwick, 
Rhys Hyatt",8.3
26208,tt0805548,Horse Thieves,A character study of a group of petty thieves who seem to have no specific direction or place in life.,Adam Smoluk,"Adam Smoluk, 
Melissa Dionisio, 
Ernesto Griffith, 
Tom Keenan",8.1
26212,tt0245830,Chettaniki Kallu Levu,"As a young boy, Chiranjeevi sees the murder of his father and sister, but the killers are released because of lack of evidence. This enrages him and he is out to seek revenge in a way not ...                See full summary »",S.A. Chandrashekhar,"Chiranjeevi, 
Madhavi, 
Lakshmi, 
G.V. Narayana Rao",8.1
26386,tt1334056,Sex and Justice,A pair of frustrated detectives and a confessed murderess go up against a corrupt but recently vindicated District Attorney in this throw-back neo-noir crime drama.,Michael DiBiasio-Ornelas,"Richard Brundage, 
J.T. Patton, 
Rebecca De Ornelas, 
Lynn DiBiasio",8.7
26394,tt0185912,Beat the Bash,"""Beat the Bash"" is an early PSA (GLAAD, La Pietra Foundation, and MTV) that brings public awareness to gay bashing.",Michael Costanza,"Wilson Cruz, 
Meredith Scott Lynn, 
Anthony Nicosia, 
Joseph D. Reitman",9.2
26458,tt14642116,Dope Boys,"Dope Boys is a new animation action crime film about a young hustler from Miami in a gritty world of drugs and money, a rags to riches story about his life in the projects and his rise to wealth.",Twant Lavish,Twant Lavish,8.5
26489,tt15282942,Hyde,"Hours after the events of 'Deadly Obsession' Hyde seeks revenge after Parker and his sister, Rachel, the driving force of his actions. His thirst for revenge, exploring a dystopia world ...                See full summary »",Lucas Higham,"Lucas Higham, 
Abigail Atkinson, 
Toby Speight, 
Abigail Brown",8.7
26494,tt2798182,The Knights of Shame,"Tyler wakes up from an accident with no memory of his past life. His reluctant brother takes on the task of not only reintroducing him to world, but also protecting him from his past problems that won't seem to go away.",Steve Avon,"Stephanie Antonio, 
Sean Bennett, 
Phil Bernardin, 
Ken Brotis",9.2
26550,tt0892068,JailCity,"A young man, paroled under house arrest, is forced to reconnect with his estranged father while coming to terms with an unspeakable trespass. An injured Iraq war veteran embarks on a blind ...                See full summary »",Dan Eberle,"Dan Eberle, 
Nick Bixby, 
Paul James Vasquez, 
Anjulie",8.6
26627,tt1588299,The Delicate Nature,"A naive, young, small-town dealer becomes in over his head and struggles to escape a drug ring operating along the Canadian border in Montana. Ten years later, an FBI agent investigates the...                See full summary »",Dillon Davies,"Adam Kenitzer, 
Matt Twedt, 
Kristi Zuelke, 
Rebecca Eubank",8.2
26698,tt1543245,Yaran Naal Baharan,"Misunderstandings between two friends, Jageer Singh and Shingara Singh, results in the murder of the later, while Jageer is arrested and sentenced to life in prison. Years later Jageer's ...                See full summary »",Bal Ravi,"Guggu Gill, 
Deep Dhillon, 
Reema, 
Parminder Sandhu",8.3
26704,tt2165028,In a Cage,"Kristy Franklin thought she married the man of her dreams. She later discovers that her husband, Robert Franklin, is capable of a lot more than she first thought. Her loving marriage ...                See full summary »",Nagaraju Vellala,"Paisley Blackburn, 
Christopher Hunt, 
Sam Auvil, 
Melissa Chapman",8.2
26713,tt1352406,Trap House,"Gavin Kraemer is your average high school graduate: he has a kind past and a possible future law career. However, like many teens, he has become bored with normality. In a driven attempt ...                See full summary »",Evan Zissimopulos,"Mike Agresta, 
Kevin Anthony Brooks, 
Erin Cosgrove, 
Tom Elgin",8.1
26766,tt1515941,The Parasomniac,A man who suffers from somnambulism attempts to piece together clues in order to find out what happened to his missing roommate.,George Lin,"Gregory Doyle, 
Christopher DeStefano, 
Mariel Rosen, 
Michael Mooney",8.1
26837,tt0226062,Lawn and Order,"Journeying through inner cities, suburbs, plains and desert, Lawn and Order is a fun, hilarious and touching documentary which reveals the zany and obsessive fascination North Americans ...                See full summary »","Janis Lundman, 
Adrienne Mitchell",Marie Lillo,8.4
26843,tt1965128,Symphonys Target,"A young woman (Symphony) living in Atlanta has a loving boyfriend, great friends and a Grandmother who worries like any other. But one night things change Symphony's life forever. A choice has to be made, kill or be killed.",Ryan Branco,"Sonia Tyler, 
Ashley Ali J., 
LaDonna Allison, 
Ryan Branco",8.0
27001,tt0816203,Interrogation,"Daniel Quinn is a brash but gifted detective whose career hangs in the balance when the interrogation of Nick Evans, a young, emotionally distraught writer, goes suddenly wrong.",John Chase,"James Noel Hoban, 
Sereivuth Eang, 
Jennifer Betit Yen, 
Kristin Wishoski",8.4
27011,tt3654396,Murder Junkie,"To overcome his heroin addiction, a writer begins his newest novel, about a man who becomes addicted to killing people. But the more he writes, the more he is consumed by his own creation and soon blurs the line between fiction and reality.",Kaleb Quist,"Brennan Villados, 
Brian Pisani, 
Gary Turner, 
Elle Rose",8.0
27030,tt1830715,The Watchmaker,"The film-crew actively investigates facts, meets with the people related to the suspect and the suspect himself detained in the isolation cell of the Ministry of Interior. The deeper is ...                See full summary »",Giorgi Maskharashvili,"Giorgi Tabidze, 
Giorgi Nakashidze, 
Dato Gotsiridze, 
Levan Berikashvili",8.1
