,id,title,description,director,cast,rating
7990,tt10289896,The Outsider,"A prejudiced man chases away a homeless woman sleeping behind his restaurant. To his shock, his wife then brings her home to live with them.",Low Ngai Yuen,"Sofia Jane, 
Carmen Soo, 
Kk Wong, 
Sawyer Leong",8.2
7994,tt25011404,Jingle Vingle the Movie,"Presenting India's First Christmas Themed Movie. A fun-filled, heart-warming Holiday Season film. Finally, Bollywood brings its own style to the Christmas story.",Mark Sujay Samuel,"Aashit Chatterjee, 
Matthew Daniel, 
Vaishnavi Macdonald, 
Tanya Pradhan",9.7
8018,tt3519082,The Jingle Dress,"John Red Elk hears from his relatives down in Minneapolis that his Uncle Norton is dead and vows to go to the big city to find out what really happened to him. At its heart, ""The Jingle ...                See full summary »",William Eigen,"S'Nya Sanchez-Hohenstein, 
Chaske Spencer, 
Stacey Thunder, 
Steve Reevis",8.2
8021,tt2191737,Le jour du père,"When Music Producer Sistine Angelo discovers that his estranged father, accomplished Jazz pianist, Winston Jones has died before they were able to reconcile. He begins to struggle with his ...                See full summary »","Anthony C. Hall, 
Josef Cannon","Karen Albert, 
Shelley Albert, 
Amanda Barton, 
Rhona Bennett",8.2
8039,tt12451380,Chhupam Chhaai,"In a small town in the heart of India, six teenage friends who secretly run ""Friends Private Detective Agency,"" encounter their most challenging case; a murder mystery.",Pratik Mittal,"Akshat Jain, 
Sanket Chauhan, 
Anshu Khatri, 
Purva Bhawsar",8.5
8064,tt6744264,The Red Scroll,"This is the story of Nina, a 13-year-old girl who is transported to the universe of Telurian, a mysterious and Earth-like world inhabited by various fantastic creatures. There she will join...                See full summary »",Nelson Botter Jr.,"Isaac Bardavid, 
Wendel Bezerra, 
Any Gabrielly, 
Nelson Machado",8.0
8086,tt0222426,Taralezhite se razhdat bez bodli,"Three novels deal with the mentality of the children, their agitations, and the merry and sad things in their everyday life. The movie is created with a lot of humor, cheerfulness, and great love for the kids.",Dimitar Petrov,"Ivaylo Dzhambazov, 
Neyko Neykov, 
Petar Peychev, 
Andrey Slabakov",8.7
8089,tt0361712,Honeymoon,"Shanta and Prema are fast friends. Both are educated. shanta is bold. Prema is timid. After father's death, Shanta has to live with her elder cousin brother, Sitaram, who works in a office....                See full summary »",Lekhraj Bhakri,"Manoj Kumar, 
Sayeeda Khan, 
Vijaya Choudhury, 
Jeevan Dhar",9.0
8153,tt18687502,Pihu,This film narrates the story of a father who is struggling hard to rescue his daughter from a very rare disease.,Chinmay Mishra,"Anu Choudhury, 
Sumanta Dash, 
Siddhanta Mahapatra, 
Manoj Mishra",8.5
8174,tt4260644,Inthi Ninna Preethiya,"Rajeev dejected in life, after he is unable to marry his girl Namana hits the bar. Rajeev is married off to parimala, by his brother with a hope that he mends his ways. His struggle with his addiction forms the plot.",Soori,"Srinagar Kitty, 
Sonu Gowda, 
Bhavana, 
S.P. Balasubrahmanyam",8.2
8189,tt2413654,Thirteen Downs,"A modern day Drama that explores a broken family's fallen past. When an estranged son shows up at his missing father's home only to find an underage girl staying there, a mad rush to put all the pieces together ensues.",Karim Ayari,"Sophia Radisch, 
Ron Tarrant, 
Richard Gelinas, 
Mélodie Courval",9.8
8246,tt5645734,Bhanwar,Bhanwar is a Gujrati features Film-It's an untold story of folk puppeteer in moder Gujrat. A Cinematic Film with entertainment.,"Aditi Thakor, 
Aditi Thakor","Prashant Barot, 
Neil Bhatt, 
Sanjay Galsar, 
Dayashankar Pandey",8.9
8248,tt0335493,Tropang bulilit,The loudest laugh of the season is coming.,J. Erastheo Navoa,"Niño Muhlach, 
Andrea M. Bautista, 
Janice de Belen, 
Lea Salonga",8.9
8258,tt15840296,Void,"When medical science has no answer for Rhea's infertility, she is left with no option but to go for Supernatural Interventions. Does she succeed? If yes then at what cost?",Vaibhav Gattani,"Yuvradnyee, 
Vaibhav Gattani, 
Sanya Sagar, 
Apoorv Kumar",8.2
8279,tt12788656,Negative Exposure,"In an urban crime genre ""reversal,"" poor white gang bangers become street fodder in a predominantly black community. With a surprise OMG twist at the end. Great performance by Charles Black.",Tony Tite,"Charles Black, 
Taylor Katsanis, 
David Wurawa, 
Rebecca DeRienzo",8.3
8284,tt3197528,Popovich and the Voice of the Fabled American West,"Popovich is an ex circus legend struggling as a street performer in the wild west streets of Las Vegas. When his junkyard home full of stray animals gets into trouble, he and his animal buddies use all their circus tricks to save it.","Jerry Thompson, 
Mike Thompson","Gregory Popovich, 
Jason Neistadt, 
Antonio Fargas, 
Melody Melendez",8.0
8296,tt2256538,Tragedy of a Mother and Son,This movie is about a young girl who hangs out with the wrong crowd. Her name is Jennifer. She was once an A student. Her association with the wrong crowd has caused her grades to decline. ...                See full summary »,Romane Simon,"J. Kristopher, 
Manos Krystalis, 
Romane Simon, 
Robert Amico",8.9
8322,tt15552888,For Unto Us,A musical portrayal of the nativity of Jesus Christ that delivers the true message of Christmas.,Samuel Fischer,"Gary Vinson Anderson, 
Bryan Brigham, 
Hyemi Choi, 
Gracias Choir",9.1
8338,tt2915200,Ruby Skye P.I.: The Haunted Library,"""The Haunted Library"" opens with teen detective Ruby Skye hot on the trail of whoever--or whatever--is making those scary noises late at night in the spooky old O'Deary Library. Before she ...                See full summary »",Kelly Harms,"Madison Cheeatow, 
Scott Beaudin, 
Jordan Prentice, 
Laura de Carteret",8.1
8352,tt3165238,Thou Shalt Not Kill,The setting is any small urban Latino neighborhood in the U.S. where everyone is only a degree of separation from each other. Where loyalty to family is the utmost importance. The main ...                See full summary »,Kenneth Castillo,"Grace Serrano, 
Al Coronel, 
Anthony L. Fernandez, 
Ivan Basso",8.1
8357,tt9082590,Javayachi Jaat,Ananda loves Sushila but her father Mamasaheb wants her elder daughter Sujata to get married first and won permit their marriage until she finds a suitable groom.Sujata hates men an is ...                See full summary »,Kamalakar Torne,"Kuldeep Pawar, 
Padma Chavan, 
Ravi Raaj, 
Ratnamala",8.0
8359,tt0046508,Vi som går køkkenvejen,The beautiful and spoiled manufacturer's daughter Helga defiantly bets with her friends whether she can survive a whole year as a working housekeeper without financial help.,Erik Balling,"Birgitte Reimer, 
Ib Schønberg, 
Ellen Margrethe Stein, 
Henrik Rosing Wiehe",9.2
8370,tt19866256,Chabuk,"I slept only to wake up as a new man in my old life. This is my story, my journey. An epic journey from after-life. A true homecoming, an occasion to re-live, to regret, to relish and to ...                See full summary »",Kalpesh Bhandarkar,"Sameer Dharmadhikari, 
Sudhir Gadgil, 
Smita Shewale, 
Milind Shinde",9.5
8373,tt3114180,Can,"While collecting cans through his neighborhood, thirteen-year-old Diego crosses paths with the drug dealing underworld. Without a mother, and with only an alcoholic father Diego must walk a...                See full summary »","Ray Cartier, 
Laurence Cohen","Matt Cornett, 
Mj Walters, 
Dario Torres, 
Leroy Carver III",8.1
8392,tt14728578,Kokoli: Fish Out of Water,"""KOKOLI - Fish out of Water"" - is a film based on a climatic change that resulted in nature's fury. The story shows how the sea level rise has ruined the lives, hopes, dreams, and destiny of the fishing hamlet residing near Puri Beach.",Snehasis Das,"Gargi Mohanty, 
Linkan Pattanaik, 
Dharitri Khandual, 
Bhaswati Basu",8.7
8397,tt3042458,The Girls on Liberty Street,"On the verge of leaving for basic training in the Army, a teenaged girl spends her last week at home trying to make sure it will be the same place when she returns.",John A. Rangel,"Paola Ballines, 
Ariel del Villar, 
Hector Saldana Jr., 
Brianna Zepeda",8.4
8438,tt4495926,Ascension: I Am Not My Mother,"Elizabeth is haunted by her past and is trapped in an abusive relationship with her tyrannical husband, Caleb. She finds solace in her writing and an escape into a world where her imagination can influence good or evil.",Demedrius Charles,"Ayo Robinson, 
Gabriel Wright, 
Justine J. Hall, 
Michael Mcallister Jr.",8.6
8444,tt7637822,Heena Hoyana Samanallu,"Shehan, who belongs to a higher middle class family is the only child of Madhavi (Dilhani Ekanayake) and Adithya (Saumya Liyanage).Their lives changed unexpectedly with Shehan's leukemia ...                See full summary »",Rohan Perera,"Lakshitha Aravinda, 
Lucien Bulathsinhala, 
Anjana Dilshara, 
Dilhani Ekanayake",8.1
8469,tt2362354,Spirit of Love: The Mike Glenn Story,"NBA player Mike ""Stinger"" Glenn plays himself in this wonderful film inspired by his real life basketball camps for the deaf and hard of hearing. In a unique casting deaf and hard of ...                See full summary »",Darla Rae,"Michael Adams, 
Willie Brown Jr., 
Neil Brown, 
Abbey Burkholder",8.5
8513,tt1595021,The Sweetest Heir,"The Sweetest Heir is an award-winning family comedy about a young girl, Brittany Thompson, who collects and restores old jewelry boxes. While restoring one, she discovers a seal and a deed ...                See full summary »",Zelie Dember-Slack,"Kimberly Allen, 
Joe Alvarez, 
Jessica Anthony, 
Joey Bachrach",8.8
8523,tt2527368,On Thin Ice,"11 year old Magnus lives what seems to be a good and safe life in a common danish family. He is popular in school and at his hockey team. But his Father a businessman, is an alcoholic. This...                See full summary »",Jesper Troelstrup,"Thomas Norgreen Nielsen, 
Peter Gantzler, 
Andrea Vagn Jensen, 
Amalie Engholm",8.3
8524,tt0233321,Bettada Hoovu,"Ramu, a poor boy, has higher ambitions in life. He works hard and saves money to buy a book. But, situations drive him to take a hard decision when his family members suffer in cold weather.",N. Lakshminarayan,"Puneeth Rajkumar, 
Padma Vaasanthi, 
Marcia Jamal, 
Roopadevi",8.6
8554,tt11906860,Terima Kasih Emak Terima Kasih Abah,Mother struggles hard to treat Father who is old and suffering from glaucoma. Mother also still sells fried foods and crackers and sometimes becomes a maid: washing and ironing in the homes...                See full summary »,Dedi Setiadi,"Adi Kurdi, 
Novia Kolopaking, 
Ceria Hade, 
Anisa Fujianti",9.1
8577,tt2709172,Welcome to Inspiration,"Follow the true-to-life story lines of people searching for meaning in the midst of unfulfilled dreams, challenging circumstances and unexpected struggles.","Erick Henson, 
Ryan Ramos","Jackie Stewart, 
Britt George, 
Whitney Goin, 
Dillon",8.0
8580,tt3456012,Syrenia,"A young filmmaker uses his home movie camera to escape the harsh realities of life, following the untimely death of his parents.",Fraser Grut,"Tom Grut, 
John Callen, 
Charlie Fry, 
Emily McKenzie",8.2
8585,tt1399954,Sanadhi Appanna,"Appanna, a musician, falls in love with a dancer, Basanti. But when Basanti dies, things changes a lot for Appanna.",Vijay,"Rajkumar, 
Jaya Prada, 
T.N. Balakrishna, 
Maathu",8.7
8586,tt11570492,Dhakad Chhora 2,"This is the story of rebirth, which is based on the love of past lives",Dinesh Chaudhary,"Uttar Kumar, 
Raju Maan, 
Suman Negi, 
Dharamveer Singh",8.7
8606,tt1587683,Jhing Chik Jhing,The story of a small boy living in rural India and his topsy-turvy adventures as he tries to save his family & the family farm from moneylenders.,Nitin Nandan,"Chinmay Kambli, 
Aarti More, 
Pratik Dalvi, 
Bharat Jadhav",8.4
8624,tt12971100,Augustine: Son of Her Tears,"Parisian filmmaker Hedi returns to his native Algeria to create a documentary about St. Augustine, the philosopher and theologian who shaped Western thought. In parallel stories the two men...                See full summary »",Samir Seif,"Bahram Aloui, 
Najla Ben Abdallah, 
Aïcha Ben Ahmed, 
Raouf Ben Amor",8.0
8645,tt5191436,Maravaan,A battle between good and evil.,Sd Puvanendran,"Haridhass S., 
Kumaresh, 
Denes Kumar, 
Kavitha Thiagarajan",8.9
8655,tt5240178,Shongkhonil Karagar,"Rabeya middle-class couple Matin Uddin and Shirin's daughter. Because the color is black, there is no good groom for it. On the other hand, in the middle-class family, lack of urgency. The ...                See full summary »",Mustafizur Rahman,"Momtazuddin Ahmed, 
Nazma Anwar, 
Dolly Johur, 
Masud Ali Khan",8.6
8663,tt0242426,La edad de la inocencia,A poor little girl slips in a circus one day and sees a puppets' show. Later she returns to the empty circus looking for a fairy she was fascinated by.,Tito Davison,"Marga López, 
Roberto Cañedo, 
José Luis Jiménez, 
Emma Roldán",8.1
8676,tt1920888,Damu,A gullible man faces strange situations on his quest fo find an elephant in order to keep a promise he made with a little girl.,Raja Sen,"Raghuvir Yadav, 
Satya Banerjee, 
Tarun Kumar Chatterjee, 
Swapna Mitra",8.5
8678,tt7596784,"Child, Come Back Home",Li Xinguang is a senior high school student. He had been a sensible and well-behaved boy since he was little. His parents and his teachers were very fond of him. While going to middle ...                See full synopsis »,"Yi Zheng, 
Cag Iglesia de Dios Todopoderoso","Qian Chen, 
Jun Cao, 
Liang Zhao, 
Qihang Wang",8.9
8688,tt1621896,Rain,"When you hear the rainy sound, your heart might want the truth.",Aki Monster,"Izumi Nakamura, 
Hiroshi Okazaki, 
Kumiko Tasaki, 
Norihiko Watanabe",8.1
8710,tt16085692,Alice dos anjos,Alice discovers a bizarre and brilliant land where she encounters even stranger characters. However the community is under threat from a local colonel who will do anything to take the land the community relies on.,Daniel Leite Almeida,"Adão Albuquerque, 
Fernando Alves Pinto, 
Priscila Amaral, 
Pajé Aripuanã",8.8
8736,tt1402574,Thayige Takka Maga,A young man joins a boxing club on his detective wife's behest to find out about the illegal activities carried out by the head of the club. And carried with an awesome mother sentiment.,V. Somasekhar,"T.N. Balakrishna, 
Rajkumar, 
B. Hanumanthachar, 
Sowcar Janaki",9.0
8749,tt0487724,Pardina at ang mga duwende,AN ELF FALLS IN LOVE WITH A COMELY LASS WHOSE HUGH INHERITANCE FROM HER DEAD PARENTS IS APPROPRIATED BY HER AUNT.,Mike Relon Makiling,"Sheryl Cruz, 
Romnick Sarmenta, 
Ian Veneracion, 
Jennifer Sevilla",8.3
8752,tt3249678,Half Brother,"When his longtime girlfriend breaks up with him, 30 year-old Michael suddenly finds himself homeless. With nowhere else to go, he spends the weekend at his father and stepmothers house, ...                See full summary »",Anthony Grippa,"Ian Bell, 
Casey Biggs, 
Blaire Brooks, 
Dante Bruzzese",8.2
8793,tt21056816,Raaji Always Khush,Raaji Always Khush is an Upcoming Gujarati Film which is releasing on 24th June 2022. The film is Adoption of International Book Pollyanna . This Film taught you how to be a happy in any ...                See full summary »,Ramesh Karolkar,"Gopi Desai, 
Parth Modi, 
Mangal Desai, 
Manisha Trivedi",9.5
8800,tt7430996,Pipsi: A Bottle Full of Hope,"The adventures of eight-year-olds Chaani and Balu as they try to save a fish, believing its fate to be tied to Chaani's ailing mother, set in drought-stricken Maharashtra. Will they succeed in their pursuit?",Rohan Deshpande,"Maithili Patwardhan, 
Sahil Joshi, 
Ajay Jadhav, 
Atul Mahale",8.3
8809,tt13320494,12 Bulbule,A sequel to very successful comedy Bulbule; which had released in 2013. This time featuring 12 brainy people fighting over how to fix a basic flaw in the Indian education system.,Jagat Joon,"Sonu Sonkar, 
Sunita Verman, 
Anubhav Dixit, 
Amaresh Banerjee",8.9
8844,tt0496969,Kuwatog,A young and mischievous dwarf loses all his magical privileges when punished to live amongst humans.,J. Erastheo Navoa,"Niño Muhlach, 
Ricky Belmonte, 
Rez Cortez, 
Anna Marin",8.9
8871,tt3293768,I Wish You Love,"A single mother struggles to raise her daughter alone while pursuing her dream of becoming a songwriter. One day she meets the love of her life, not knowing he is engaged. Inspired by love she writes her song ""I Wish You Love""...",Svetlana Koseniv,"Christina Schimmel, 
Rick Gomes, 
Lise Moule, 
Kelly-Marie Murtha",8.5
8872,tt3308710,The Journey to Planet Minimik,"Mimack City, the city where the naughty, brave Max lives, sophisticated Zoe, Reckless Jimbo and Sunny the Genius.The fifth rib of their gang is their pet -- Elvis, a little Mini-Mik.The ...                See full summary »",Shai Carmeli-Pollak,"Kobi Farag, 
Shiri Gadni, 
Ilan Ganani, 
Hana Laslo",8.1
8920,tt20197286,Kinfolk,Kinfolk is a family drama about a Dysfunctional functioning family,Amber Blow,"Mervin Alexander, 
Michael Blow, 
Susan Blow, 
Avana Christie",9.4
8940,tt15614514,Amche Samsar,This film shows village beauty and culture the giving the younger generation exposure to Konkani culture.,Sandeep Kamath,"Kusuma Kamath, 
Sumathi Kamath, 
Pundalika Marate, 
Vijay Nayak Marpalli",9.7
8981,tt5008256,Saanjh,"When Saanjh's father sends her away to live with her grandmother in a remote village, she feels dejected and tries to escape. However with time as her bond with her grandmother becomes stronger, her understanding of home changes.",Ajay K Saklani,"Asif Basra, 
Tanu Bhardwaj, 
Aditi Charak, 
Hoshiyar Singh Gautam",8.5
9033,tt2041533,Tunisians Stories,"Different stories of Tunisians people that lives in a society bubbling of pride , lust, desire , misery and anger.",Nada Mezni Hafaiedh,"Taoufik Ayeb, 
Yasmine Azaiez, 
Nejib Belhassen, 
Aïcha Ben Ahmed",8.6
9034,tt3311584,Ali and the Camel,"Story of a boy and his ""guardian angel,"" who just happens to be a talking camel. The magical beast will help the young Arab track down jewels stolen during a robbery.",Henry Geddes,"Robert Cawdron, 
Abdul Daabub, 
Gordon Henry Davies, 
Maurice Denham",8.1
9050,tt5314520,Koti,"Every human being has right to live like a human being ,but some social customs are stand against humanity in rural India ,if there is any child is enough of son behaves feminine. The rural...                See full summary »",Suhaas Bhosale,"Vinita Kale, 
Sanjay Kulkarni, 
Divesh Medge, 
Aadnyesh Mudshingakar",8.9
9056,tt2275338,Tuhya Dharma Koncha?,Tuhya Dharma Koncha? (Whats Your Religion?) is a story of a tribal family caught between various social and religious groups claiming their land and their livelihood. The film also portrays...                See full summary »,Satish Manwar,"Upendra Limaye, 
Vibhawari Deshpande, 
Suhas Palshikar, 
Ramesh Medhekar",8.3
9084,tt14097080,Annapurnamma gari Manavadu,It's a village backdrop and related to castes and also love based true incidents.,Narra Shiva Nageswara Rao,"Annapurnamma, 
Jamuna, 
Archana Shastry",8.5
9117,tt1843107,Assisted Fishing,"A lifelong loser dreams of finding fame and fortune by beating his arch-rival in a big fishing tournament. In order to win, he'll need the help of some unlikely heroes - A group of eccentric seniors who live in an abusive nursing home.",Joe Crouch,"Derek Haugen, 
Allyson Sereboff, 
Tim Whittet, 
Peter Vander Meulen",8.1
9144,tt18364564,"Big games, in search of three treasures","Good friends accidentally enters a mysterious world. Two friends set out in search of three gems to unravel the mystery of Zolboo, which is full of fairy tales and is stuck in a dream world.",Bolortsetseg Dugardondov,"Egshiglent-Od Odonbaatar, 
Bishrel Sukhjargal",9.7
9145,tt3619072,The Legend of Amaluk: An Arctic Odyssey,"In the Yukon, Amaluk, a young Eskimo, sets off alone on a quest in order to prove his manhood and earn the right to hunt with the men and marry Sivalu, his sweetheart. While attempting to ...                See full summary »",James P. Connor,"Accibuk, 
Amaluk, 
Lorne Greene, 
Kala",8.6
9147,tt2256813,My Romance with Life,"Rushi is a story of a group of medical students with aspirations to become excellent doctors and serve humanity. Having obtained a spot at the prestigious Mamata Medical College, the story ...                See full summary »",Raj Madiraju,"Raj Madiraju, 
Arvind Krishna, 
Supriya Shailja, 
Arvind Krishna",8.2
9190,tt1668050,Before We Say Goodbye,"Before We Say Goodbye"" deals with four generations of an Hispanic-American family living in Albuquerque, New Mexico, from the crusty tequila-drinking great grandma to the rebellious ...                See full summary »",Paul Davids,"Juanita Sena-Shannon, 
F.X. Gurrola-Gal, 
Maria Elena Montoya, 
Diana Padilla",8.3
9206,tt4109034,Antique Prayers,A faith based narrative film about a family man when tragedy strikes. The power of prayer and trusting in God's plan as well as avoiding temptation are major themes that the main character ...                See full summary »,Paul Kaitson,"Paul Kaitson, 
Andrew Kaitson, 
Kelly Kaitson, 
Julio Mas",8.8
9225,tt9115230,Mr. Deshee,A struggling but upbeat lower middle class guy from India aspires to someday come to the USA and find success. However his journey to America does not go according to plan. He answers an ad...                See full summary »,Neel Esh Patel,"Devanny Pinn, 
Ronnie Nanos, 
Raf Adame, 
Nailya Shakirova",8.0
9234,tt1338604,The Great Mystery,"Off to see the American West, and exploring the religious traditions of the world. Catherine Corona undertakes a Great Adventure discovering The Greatest Mystery of All time!",Catherine Corona,"Vine DeLoria Jr., 
Liyat Takim, 
Deborah Berstein, 
Willy Kellum",9.8
9305,tt12586452,Merman Academy: The Movie,Lesson #28 - Relive the experience of Jaden and his friends and see never before seen footage of Merman Academy.,Jabari Leggette,"Zeke Taylor, 
Jabari Leggette, 
Earnest Harper, 
Malachi Taylor",8.3
9330,tt15333758,Bonamy,Bonamy is the journey of a stray puppy through 2 children's life. The 8-year-old girl's love and affection for the dog and her helplessness where she has to leave it alone at some point in ...                See full summary »,Tony Sukumar,"Shailaja Ambu, 
Anjali, 
Sidhartha, 
Shajahan Sukumaran",8.0
9349,tt0036907,Henry Aldrich Plays Cupid,"Henry Aldrich (James Lydon) tries to match his unfriendly teacher, Mr. Bradley (vaughan Glaser) with a wife. Henry hopes the teacher will become friendly enough to let him graduate with honors so he can use an inheritance for college.",Hugh Bennett,"Jimmy Lydon, 
Charles Smith, 
John Litel, 
Olive Blakeney",8.2
9356,tt12789746,Mega Mindy Show: De Poppenmeester,"Mieke, Toby and Migrain go to a very special show for Toby's birthday; that of 'El Saher, the doll master'. After the show, weird things start to happen. It seems as if nobody is themselves anymore and everyone has turned into puppets..",Jasper Verheugd,"Free Souffriau, 
Louis Talpe, 
Anton Cogen, 
Miguel Stigter",8.0
9402,tt16528186,Vijayi Bhav,"Apart from local elections, one also has to win a kabaddi match to become sarpanch. Nana Patil goes to extreme levels to become the next sarpanch and applies all the possible dirty tricks to destroy leader Madhavrao Sardesai's popularity.","Shailesh Patel, 
Atul Sonar","Jagdish Chauhan, 
Prakash Chauhan, 
Pooja Jaiswal, 
Vinayak Ketkar",9.0
9423,tt12670908,Covid-19 Response,"A global pandemic hits the stock market, so a day trader hits the stores to stock his shelves. But when his teen daughter unexpectedly shows up on his door step, she wants to ransack his supply and give it away to his neighbors.",Andrew Jacob Brown,"Andrew Jacob Brown, 
Angie Brown, 
Beverly Brown, 
Moriah Brown",8.0
9430,tt1682931,Life! Camera Action...,A young girl in pursuit of her dreams of becoming a filmmaker against all odds.,Rohit Gupta,"Dipti Mehta, 
Shaheed K. Woods, 
Noor Naghmi, 
John Crann",8.7
9458,tt8835568,Little Big Dream,"It is about the king of Thailand who died in October 2016 and everyone respects them as if they were his own father, the story is based on following the great dream of the king of Thailand,...                See full summary »",Chatkaew Susiwa,"Puttichai Kasetsin, 
Korapat Kirdpan, 
Surasak Chaiat, 
Worranit Thawornwong",8.6
9460,tt6932748,Mannamkattayum Kariyilayum: The clod and the dry leaf,"The movie is based on the fact that- there should be some hidden pieces of evidence in every human crime. The movie progresses with this concept, revealing some unexpected facts.",Arun Sagara,"Shine Tom Chacko, 
Saiju Kurup, 
Srindaa, 
Joby A S",8.4
9486,tt0320711,Varasudochhadu,"Nirmalamma's son runs away from home as a child. Years later, finding himself ill he asks Venkatesh to go to his home in his place. Once there Venkatesh sets about teaching a lesson to his ...                See full summary »",Mohan Gandhi,"Mohan Babu, 
Venkatesh Daggubati, 
Sri Lakshmi, 
Nirmalamma",8.4
9512,tt3239126,To B or Not to B,"A childless couple at the verge of breaking up, plans to given themselves a last chance. They move to a hill station to spend some time together.. There enters a stranger in their life and ...                See full summary »",Vierendrra Lalit,"Rahul Roy, 
Vivek Srivastav, 
Trivikram Mattoo, 
Akansha Shivhare",9.2
9517,tt3953738,Half of Twenty Two,"Miranda, an 11 year old lover of books, who yearns to someday be a famous author, begins her day in her usual way...shall we just say, she is not a morning person? Miranda attends 6th grade...                See full summary »",Laralee List,"Tamara Truly Wahrmund, 
Ginger Joy, 
Stephanie Bonnett, 
Tamara Brem",8.7
9589,tt4338242,Shukno Lanka,"A Junior artist living in a tinsel town, who is yet to taste success after a struggle of 30 years of acting career, gets the shock of his life when a prolific filmmaker, offers him a lead role in his next film.",Gaurav Pandey,"Paban Das Baul, 
Emma Brown Garett, 
Sabyasachi Chakrabarty, 
Mithun Chakraborty",8.2
9608,tt15719658,Shrimad Rajchandra,The life journey of a boy with extraordinary powers who grows up to become a man ahead of his times. From humble beginnings as Laxminandan to path-breaking influence as Shrimad Rajchandra over the lives of millions including Mahatma Gandhi,"Bhairav Kothari, 
Bharat Kothari","Amar Babaria, 
Subhav Kher",9.0
9616,tt12213088,Odahuttidavaru,Two brothers live in harmony until the younger brother's wife creates misunderstandings between the brothers.,"S.K. Bhagavan, 
B. Dorai Raj","Rajkumar, 
Ambarish, 
Madhavi, 
Anupama",8.2
9639,tt2831172,Sala Budha,"The story of 'Sala Budha' or 'The stupid Old man' revolves around an old village head, the Sarpanch of a village, who tries his best to take care of the subjects at any cost. The film has ...                See full summary »",Sabyasachi Mohapatra,"Lochani Bag, 
Atal Bihari Panda",9.0
9676,tt0113847,The Monkey Kid,"The Monkey Kid is the story of a nine year-old girl's daily life in Beijing, 1970, during the mid-stage of the Cultural Revolution. Her parents, deemed ""intellectuals"" by the state, have ...                See full summary »",Xiao-Yen Wang,"Fu Di, 
Shu Fang, 
Guang Yang, 
Yang Lin",8.2
9691,tt2911900,9 Summers 10 Autumns,"A story of hope where the son of a poor minibus driver in Batu, the City of Apples in East Java, Indonesia went on to become a multinational company director in New York, The Big Apple.",Ifa Isfansyah,"Agni P. Arkadewi, 
Ence Bagus, 
Hayria Faturrahman, 
Ade Irawan",8.2
9692,tt5058152,How It Is,A roadside incident shakes up a teenage girl's life by challenging her self-confidence and inner strength.,Maximilian Moskal,"Chantal Despatie, 
Jeff Thorman, 
Catherine Mary Clark, 
Elle Astle",8.7
9698,tt0157878,Kalasivunte Kaladu Sukham,"In a joint family , the elder's wife is childless and a devilish character. The younger has two sons. The first son is affectionate disabled . The second son is an educated fool. A relative...                See full summary »",Tapi Chanakya,"N.T. Rama Rao, 
Savitri, 
S.V. Ranga Rao, 
Suryakantham",8.2
9740,tt4959068,Emiler Goenda Bahini,"The only boy of a widow, went for a train trip to Dhaka to receive prize & visit his aunt's house. On this trip, he lost his money & suspected two men. He left the train & followed them. On...                See full summary »",Badal Rahman,"Partho Shahid, 
Momtazuddin Ahmed, 
Sharmili Ahmed, 
Syed Akhtar Ali",8.1
9743,tt1345833,My Homework Ate My Dog,"Lyle Licketti never ever does his homework. Whether it is an alien who stole it or a pet dinosaur, he'll weave a tall tale about how he couldn't do his homework. His third grad teacher, Mrs...                See full summary »",Crystal Page,"Greta Charness, 
Cortney Lee Colvig, 
Barbara Kerr Condon, 
Eitan Djiji",9.1
9825,tt1517073,Isang Araw Lang,The film is about a good jeepney driver and how he continues to inspire the people in his community to do good despite all the odds.,Daniel Razon,Daniel Razon,8.4
9833,tt19888152,Asha,Asha was born into a poor family. Her mother never loved her because she was handicapped. But there is a creative ability hidden in her. One day she becomes a great artist.,Pallab Roy,"Krishna Mardi, 
Emmanuel Soren, 
Dagar Tudu, 
Manaka Tudu",9.6
9880,tt2274246,Ninah's Dowry,Ninah is a runaway wife whose husband finds out she is pregnant and he comes to recover the dowry he paid or take home the woman he owns. By any means necessary.,Victor Viyuoh,"Mbufung Seikeh, 
Anurin Nwunembom, 
Norbert Kecha, 
Kingsley Nkwah",8.2
9910,tt6417850,The 38th Annual Young Artist Awards,"Established in 1978, the Young Artist Awards is Hollywood's longest running awards show that recognizes and honors young talent. Through year-round support, participants are groomed for greater achievements in their craft.",Chris M. Allport,"Chiara Aurelia, 
Danny Glover, 
Sofia Rosinsky, 
Ernie Reyes Jr.",8.6
9911,tt0192975,Andrius,A young boy Andrius learns a magic words which open a door to another world.,Algirdas Araminas,"Edvinas Mencikovas, 
Inga Brunsaite, 
Donatas Banionis, 
Indra Andrasunaite",8.3
9951,tt8476138,Tashi,"Tashi is a completely independent, self funded, small budget bilingual feature in English and Hindi, shot entirely in Singapore, and co-produced from Singapore and India. It is written, ...                See full summary »",Shilpa Krishnan Shukla,"Charan Singh, 
Anvita Gupta, 
Ila Maheshwari, 
Sai Pogaru",8.1
9959,tt1753480,Barney: I Love My Friends,Come join in the fun as Barney takes his friends on a super-dee-duper adventure that shows just what it means to be a friend.,"Steve Feldman, 
Jim Rowley, 
Ben Vaughn, 
Fred Holmes","Dean Wendt, 
Carey Stinson, 
Julie Johnson, 
Jeff Ayers",8.2
